,Tweet,Date,Like,Retweet,Comment,Output
36,Best wishes to all athletes taking part in the 3rd Khelo India National Winter Games. The Games are being held in the picturesque surroundings of Gulmarg. This will also boost the sporting culture in Jammu and Kashmir.,2023-02-11 03:22:47+00:00,4282,1457,104,Politics
37,"Our people deserve the best possible infrastructure, which our Government will always work hard to provide. Our strides in infra creation have been widely lauded.",2023-02-11 03:21:41+00:00,17754,3084,502,Politics
38,Congratulations to the people of Dungti! We are strongly committed to fulfilling the vision of providing Har Ghar Jal.,2023-02-11 03:20:52+00:00,4776,1492,105,Politics
39,The beauty of nature and a marvel of technology as well as ‘Make in India’ in one frame. The Vande Bharat trains will benefit Maharashtra greatly.,2023-02-10 15:27:37+00:00,17103,3122,445,Politics
40,सार्वजनिक वाहतूक व्यवस्था जेवढी आधुनिक बनेल तेवढेच जीवन सुकर होईल आणि जीवनाचा दर्जा उंचावेल. याच विचाराने आज देशात आधुनिक रेल्वे गाड्या चालवल्या जात आहेत. https://t.co/Rs53ddxAQ9,2023-02-10 15:26:30+00:00,6503,1948,227,Politics
41,"वंदे भारत रेल्वेगाडी भारताची गती आणि व्याप्ती दोन्हीचे शानदार प्रतिबिंब आहे. याचे वैशिष्ट्य हेच आहे की, याच्याशी जोडल्या जाणाऱ्या राज्यांची आणि जिल्ह्यांची संख्या सातत्याने वाढते आहे. https://t.co/C3NS9dzlcf",2023-02-10 15:26:05+00:00,5104,1779,128,Politics
42,"At a time when India assumes the G-20 Presidency, the @Dawoodi_Bohras can become great brand ambassadors of the strength and skills of India. https://t.co/UpL1E1Ebe8",2023-02-10 14:46:35+00:00,6772,2095,193,Politics
43,भारतीय कलेवर में ढली आधुनिक शिक्षा व्यवस्था देश की प्राथमिकता है। इसके लिए हम हर स्तर पर काम कर रहे हैं। https://t.co/YaKwyRxZZN,2023-02-10 14:45:32+00:00,12302,2889,564,Politics
44,"आज देश जब अपनी आजादी के अमृतकाल की यात्रा शुरू कर रहा है, तो शिक्षा के क्षेत्र में बोहरा समाज के योगदान की अहमियत और भी बढ़ जाती है। https://t.co/pHoZxgz75Q",2023-02-10 14:45:17+00:00,4886,1800,152,Politics
45,Lauded the @Dawoodi_Bohras for their many efforts to further social welfare and human empowerment. https://t.co/omSvJ93WKo,2023-02-10 14:44:59+00:00,5545,1840,133,Politics
46,Delighted to join the programme to mark the inauguration of the new campus of @jamea_saifiyah in Mumbai. @Dawoodi_Bohras https://t.co/whzwwXGhjM,2023-02-10 14:43:05+00:00,18638,2902,315,Politics
47,"इस बार का बजट मध्यम वर्ग को और मजबूती देने का काम करेगा। Salaried Class हो या फिर व्यापार-कारोबार से जुड़ा Middle Class, यह दोनों की उम्मीदों पर खरा उतरने वाला है। https://t.co/PMtNnmvmt1",2023-02-10 14:22:27+00:00,7290,2275,415,Politics
48,"पब्लिक ट्रांसपोर्ट सिस्टम जितना आधुनिक बनेगा, Ease of Living और Quality of Life में उतना ही सुधार आएगा। इसी सोच के साथ आज देश में आधुनिक ट्रेनें चलाई जा रही हैं। https://t.co/NcNbxNuA1A",2023-02-10 14:21:52+00:00,5807,1957,184,Politics
49,वंदे भारत ट्रेन भारत की स्पीड और स्केल दोनों का शानदार प्रतिबिंब है। यह इसका क्रेज ही है कि इससे कनेक्ट होने वाले राज्यों और जिलों की संख्या निरंतर बढ़ती जा रही है। https://t.co/7QGjVs8QMs,2023-02-10 14:21:37+00:00,5663,1973,146,Politics
50,Speaking at inauguration of new campus of Aljamea-tus-Saifiyah in Mumbai. https://t.co/GFJUItMh9l,2023-02-10 12:28:42+00:00,10781,2763,391,Politics
51,"Our teams are working day and night as a part of ‘Operation Dost.’ They will keep giving their best to ensure maximum lives and property are saved. In this critical time, India stands firmly with the people of Türkiye.",2023-02-10 11:48:48+00:00,14143,3480,538,Politics
52,"नैचुरल फार्मिंग को प्रोत्साहित करने के लिए नए बजट में 10 हजार बायो इनपुट रिसोर्स सेंटर्स बनाने की घोषणा की गई है। इससे जहां हमारे किसान भाई-बहनों को मदद मिलेगी, वहीं Entrepreneurs के लिए भी निवेश की संभावनाएं बढ़ेंगी। https://t.co/xLiD3ov0IZ",2023-02-10 11:13:12+00:00,17839,3795,599,Politics
53,"The MSME sector is growing rapidly in UP, which is creating many opportunities for the youth of the state. https://t.co/TqKWI3ATUI",2023-02-10 11:12:52+00:00,4990,1918,164,Politics
54,This is why the world trusts India… https://t.co/WVG3Z7Wpx5,2023-02-10 11:12:04+00:00,7184,2281,283,Politics
55,"आज भारत में सोशल, फिजिकल और डिजिटल इंफ्रास्ट्रक्चर पर जो काम हुआ है, उसका बड़ा लाभ यूपी को भी मिला है। इससे यहां के लोग Socially और Financially कहीं ज्यादा कनेक्टेड हुए हैं। https://t.co/0TvfZccQ8d",2023-02-10 11:11:49+00:00,4578,1836,131,Politics
56,आज दुनिया की हर Credible Voice मानती है कि भारत की अर्थव्यवस्था तेज गति से आगे बढ़ती रहेगी। देश की इस मजबूती के पीछे सबसे बड़ा कारण देशवासियों का खुद पर बढ़ता भरोसा और आत्मविश्वास है। https://t.co/X0vZZthO1g,2023-02-10 11:11:20+00:00,5821,2058,207,Politics
57,"छह साल पहले तक बीमारू राज्य कहलाने वाले यूपी की पहचान आज बेहतर कानून-व्यवस्था, शांति और स्थिरता के लिए है। भारत आज दुनिया के लिए Bright Spot है, तो यूपी देश की ग्रोथ को Drive करने वाला है। https://t.co/gO4tr5jnYm",2023-02-10 11:10:49+00:00,6781,2208,190,Politics
58,Happy to be in Mumbai. Inaugurating projects aimed at boosting connectivity in Maharashtra. https://t.co/03hmIIg51P,2023-02-10 10:34:41+00:00,10671,2939,408,Politics
59,Glad to see the Mumbai Metro bring smiles on people’s faces and connect the city further.,2023-02-10 07:12:53+00:00,10301,2476,344,Politics
60,We are fully committed to fulfilling the developmental aspirations of the people of Nagaland!,2023-02-10 07:12:04+00:00,5061,1662,146,Politics
61,Uttar Pradesh's growth has been noteworthy. Speaking at the UP Global Investors' Summit in Lucknow. @InvestInUp https://t.co/EwsqF17Hxg,2023-02-10 06:25:51+00:00,10011,3176,516,Politics
62,"अब देश पीछे मुड़कर नहीं देखने वाला है, बल्कि लंबी छलांग मारने को तैयार है। यह 140 करोड़ देशवासियों का कर्तव्य है कि अमृतकाल में भारत एक विकसित राष्ट्र बने। आइए, इसके लिए संकल्पबद्ध होकर आगे बढ़ें। https://t.co/eAjPydDtwe",2023-02-09 16:16:27+00:00,31132,7243,2201,Politics
63,"We believe in national progress and regional aspirations. Cooperative and competitive federalism is an article of faith for us. 

Sadly, the Congress has trampled over our federal structure time and again. https://t.co/8IET63wJUd",2023-02-09 16:15:59+00:00,7203,2633,308,Politics
64,"Science, research and innovation are receiving unparalleled support in the last 8 years, benefitting the youth. https://t.co/MFyp2HghTM",2023-02-09 16:15:27+00:00,9741,2953,437,Politics
65,"Will be in Mumbai tomorrow evening and join the programme to mark the inauguration of the new campus of @jamea_saifiyah Arabic Academy. In line with the great ethos of the @Dawoodi_Bohras, I am sure this campus will provide a futuristic learning environment to students.",2023-02-09 15:23:40+00:00,9211,2186,314,Politics
66,"उद्या,10 फेब्रुवारी हा दिवस महाराष्ट्रासाठी विशेष आहे, खास करुन संपर्क-दळणवळण व्यवस्था सुधारण्याच्या दृष्टीने. मुंबई-सोलापूर आणि मुंबई-साईनगर शिर्डी वंदे भारत ट्रेन्सचा उद्या शुभारंभ होणार आहे. सांताक्रूझ चेंबूर लिंक रोड आणि कुरार बोगद्याचेही राष्ट्रार्पण होणार आहे.",2023-02-09 15:21:48+00:00,8394,1970,205,Politics
67,"Tomorrow, 10th February is a special day for Maharashtra, especially for improving connectivity. The Mumbai-Solapur and Mumbai-Sainagar Shirdi Vande Bharat trains will be flagged off. The Santacruz Chembur Link Road and Kurar underpass will also be dedicated to the nation.",2023-02-09 15:21:33+00:00,19800,3514,841,Politics
68,"I look forward to being in Lucknow tomorrow, 10th February to take part in the UP Global Investors Summit 2023. UP’s development strides have drawn several investors to the state. This has created opportunities for the youth of the State. @InvestInUp",2023-02-09 15:21:06+00:00,5568,1929,182,Politics
69,"हम माताओं, बहनों और बेटियों के सशक्तिकरण के लिए कितने संवेदनशील हैं, यह हमारी योजनाओं में दिखता है। https://t.co/SPZbtfK5gl",2023-02-09 13:26:32+00:00,16882,4583,1046,Politics
70,"आज मोटे अनाज की खेती पर भी हमारा फोकस है। दुनियाभर में श्री अन्न का माहात्म्य बने, छोटे किसानों को उनकी पैदावार के उचित दाम के साथ ही ग्लोबल मार्केट भी मिले, इस दिशा में तेज गति से प्रयास हो रहे हैं। https://t.co/mbBjFhRPLm",2023-02-09 13:25:04+00:00,9769,3230,385,Politics
71,Our approach is…100% coverage in every government scheme. https://t.co/aeozBD10Lm,2023-02-09 13:24:18+00:00,8467,2784,321,Politics
72,Integrating technology in the working of Government has turned out to be very beneficial. https://t.co/Dd897KxZNm,2023-02-09 13:23:57+00:00,6306,2294,168,Politics
73,The hallmark of our Government is to find long lasting and people-friendly solutions to challenges that have affected our nation for decades. https://t.co/W15vfqswbJ,2023-02-09 13:23:23+00:00,16050,3540,517,Politics
74,Addressing the Rajya Sabha. https://t.co/XO3F8kfkfY,2023-02-09 08:39:23+00:00,17942,5148,1152,Politics
75,"Birthday greetings to Maharashtra’s dynamic Chief Minister Shri Eknath Shinde Ji. A hardworking grassroots leader, he is making numerous efforts for Maharashtra’s progress. I pray for his long and healthy life in service of the people. @mieknathshinde",2023-02-09 08:07:46+00:00,23604,3226,640,Politics
76,You will enjoy reading this very personal account of Lopoli Melo from Arunachal Pradesh. I would like to laud Speaker Om Birla Ji for taking the lead for such an initiative which also gave me the opportunity to meet bright youngsters. @ombirlakota https://t.co/QROY7It41c,2023-02-09 03:24:14+00:00,8703,2224,321,Politics
77,"Proud of Lahari Bai, who has shown remarkable enthusiasm towards Shree Ann. Her efforts will motivate many others.",2023-02-09 03:21:02+00:00,10912,3117,228,Politics
78,"देश में पहली बार उन कोटि-कोटि गरीबों को सरकार की गरीब कल्याण योजनाओं का सबसे अधिक लाभ मिला है, जिन्हें पहले की सरकारों ने दशकों तक उनके हाल पर छोड़े रखा। समाज के ऐसे वंचितों को वरीयता के साथ आगे ले जाना हमारी सरकार का संकल्प है। https://t.co/TIFFgDMDvx",2023-02-09 03:20:31+00:00,11732,3711,614,Politics
79,"Criticism makes our democracy stronger but the Opposition cannot offer constructive criticism. Instead, they have compulsive critics who only level baseless allegations. https://t.co/tZnWws28FN",2023-02-09 03:19:58+00:00,22809,4911,1118,Politics
80,"In these times, India stands tall as a ray of hope and a bright spot. https://t.co/8FKzr6bWSD",2023-02-09 03:19:26+00:00,8354,2662,237,Politics
81,"Across sectors, India’s progress is being lauded. https://t.co/gadREWnoBN",2023-02-09 03:19:06+00:00,7096,2452,217,Politics
82,"Spoke with PM @netanyahu and discussed ways to strengthen the multifaceted India-Israel friendship, deepen our focus on innovation partnership, and our ongoing cooperation in defence and security.",2023-02-08 15:51:29+00:00,21323,3541,602,Politics
83,"Next generation infrastructure is absolutely essential, Our infra creation is fast and at a large scale. https://t.co/8lq3PoYSdc",2023-02-08 14:58:15+00:00,18274,4732,760,Politics
84,Highlighted how the situation in Jammu and Kashmir has changed for the betterment of the people. https://t.co/zDRviSAdNS,2023-02-08 14:57:46+00:00,11025,3674,365,Politics
85,The transformation in the Northeast is for everyone to see. https://t.co/R4tWY20JOa,2023-02-08 14:57:20+00:00,10040,3302,235,Politics
86,"जब मां सशक्त होती है तो पूरा परिवार सशक्त होता है, परिवार सशक्त होता है तो पूरा समाज सशक्त होता है और जब समाज सशक्त होता है तो पूरा देश सशक्त होता है। मुझे संतोष है कि माताओं, बहनों और बेटियों की सबसे ज्यादा सेवा करने का सौभाग्य हमारी सरकार को मिला है। https://t.co/bUZFR2Zzll",2023-02-08 14:55:53+00:00,15642,4565,670,Politics
87,"देश के मध्यम वर्ग को लंबे समय तक उपेक्षित रखा गया, लेकिन हमारी सरकार ने उनकी ईमानदारी को पहचाना है। आज हमारा यह परिश्रमी वर्ग भारत को नई ऊंचाई पर ले जा रहा है। https://t.co/h6Qw6aT4CG",2023-02-08 14:55:32+00:00,10202,3543,389,Politics
88,140 करोड़ देशवासियों का आशीर्वाद मोदी का सबसे बड़ा सुरक्षा कवच है। https://t.co/w06tMogWuf,2023-02-08 14:55:05+00:00,60805,11809,3187,Politics
89,"वर्ष 2004 से 2014 के बीच यूपीए सरकार का दशक जहां Lost Decade के रूप में जाना जाएगा, वहीं इस दशक को लोग India's Decade बता रहे हैं। https://t.co/scJyJ1VVft",2023-02-08 14:54:46+00:00,14333,4264,653,Politics
90,Speaking in the Lok Sabha. https://t.co/Ikh7uniQoi,2023-02-08 10:21:38+00:00,20596,6547,1394,Politics
91,"अद्भुत रचनात्मकता से भरी देशभक्ति की इस भावना ने #UnityInCreativity की एक नई मिसाल पेश की है। जिस प्रकार लाखों देशवासियों ने इसमें बढ़-चढ़कर भागीदारी की, वो हर किसी को प्रेरित करने वाला है। विजेताओं के साथ ही सभी प्रतिभागियों को बहुत-बहुत शुभकामनाएं।",2023-02-08 03:06:05+00:00,8189,2512,418,Politics
92,Excellent! The efforts towards Aatmanirbharta are on with full vigour.,2023-02-08 03:05:40+00:00,15978,3417,554,Politics
93,"A creative way to make learning languages a fun activity, in this case the beautiful Kannada language.",2023-02-06 15:50:21+00:00,27677,5237,978,Politics
94,Congratulations @rickykej for yet another accomplishment. Best wishes for your coming endeavours.,2023-02-06 15:33:17+00:00,12944,2527,361,Politics
95,This is an important Government programme with many benefits including promoting sustainable development and furthering self-reliance.,2023-02-06 15:16:04+00:00,7078,2394,295,Politics
96,"इस साल के बजट में श्रीअन्न के उत्पादन पर भी बहुत बल दिया गया है, जिसका सबसे अधिक लाभ कर्नाटक के सूखा प्रभावित क्षेत्रों के छोटे किसानों को होगा। https://t.co/5SBwzhKLIy",2023-02-06 15:10:33+00:00,10839,3170,519,Politics
97,"बीते 8-9 वर्षों में हमारा प्रयास समाज के उन वर्गों को भी सशक्त करने का रहा है, जो पहले सरकारी सहायता से वंचित थे। https://t.co/gbijeRVYRA",2023-02-06 15:10:21+00:00,7638,2456,382,Politics
98,"ಈ ಬಾರಿಯ ಬಜೆಟ್ನಲ್ಲಿ ಶ್ರೀಅನ್ನದ ಉತ್ಪಾದನೆಗೂ ಹೆಚ್ಚಿನ ಒತ್ತು ನೀಡಲಾಗಿದ್ದು, ಇದರಿಂದ ಕರ್ನಾಟಕದ ಬರ ಪೀಡಿತ ಪ್ರದೇಶದ ಸಣ್ಣ ರೈತರಿಗೆ ಹೆಚ್ಚಿನ ಅನುಕೂಲವಾಗಲಿದೆ. https://t.co/CNsMpfWIB7",2023-02-06 15:08:44+00:00,5222,1536,166,Politics
99,ಕೇಂದ್ರ ಮತ್ತು ಕರ್ನಾಟಕದಲ್ಲಿರುವ ಡಬಲ್ ಇಂಜಿನ್ ಸರ್ಕಾರಗಳು ಭೌತಿಕ ಮತ್ತು ಸಾಮಾಜಿಕ ಮೂಲಸೌಕರ್ಯಗಳ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸಿವೆ. https://t.co/tEZwSrYK4a,2023-02-06 15:08:34+00:00,6085,1580,189,Politics
100,ಕರ್ನಾಟಕವು ನಾವೀನ್ಯ ಮನೋಭಾವದ ಪ್ರತಿಭಾವಂತ ಯುವಜನರ ನಾಡು. https://t.co/Y1m8BdGPVy,2023-02-06 15:08:25+00:00,5907,1456,137,Politics
